,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
3405021,2,2017-01-03 21:51:08,2017-01-03 22:03:25,2,3.07,1,N,230,140,1,12.0,0.5,0.5,2.5,0.0,0.3,15.8
3108999,1,2017-01-02 20:01:19,2017-01-02 20:05:02,1,0.7,1,N,186,186,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
7352217,2,2017-01-25 11:17:53,2017-01-25 11:30:47,1,1.78,1,N,237,170,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
9277801,1,2017-01-30 16:40:07,2017-01-30 16:59:14,1,2.8,1,N,233,90,2,13.5,1.0,0.5,0.0,0.0,0.3,15.3
334485,1,2017-01-15 00:13:08,2017-01-15 00:16:22,1,0.5,1,N,79,79,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
1165438,1,2017-01-17 22:35:30,2017-01-17 22:43:45,1,1.3,1,N,13,87,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
746527,1,2017-01-16 17:24:26,2017-01-16 17:29:00,1,0.6,1,N,238,238,1,5.0,0.0,0.5,0.87,0.0,0.3,6.67
6476569,2,2017-01-16 04:58:24,2017-01-16 05:02:45,2,1.74,1,N,107,229,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
1504180,1,2017-01-05 20:02:36,2017-01-05 20:11:00,2,1.0,1,N,234,246,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
5418600,2,2017-01-11 14:04:22,2017-01-11 14:17:12,1,1.89,1,N,100,237,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
4563916,2,2017-01-21 15:43:38,2017-01-21 15:52:30,1,1.44,1,N,234,224,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
8435608,2,2017-01-28 10:31:36,2017-01-28 10:45:58,6,4.24,1,N,88,246,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
5782866,2,2017-01-12 18:08:15,2017-01-12 18:46:02,5,7.43,1,N,244,237,1,27.5,1.0,0.5,2.0,0.0,0.3,31.3
1725717,2,2017-01-19 06:49:32,2017-01-19 06:55:32,5,0.86,1,N,48,50,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
221272,2,2017-01-14 17:55:24,2017-01-14 17:55:53,1,0.07,1,N,238,238,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3
1254405,2,2017-01-18 08:40:19,2017-01-18 08:56:41,1,2.34,1,N,151,237,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
611754,1,2017-01-15 21:55:23,2017-01-15 22:01:31,1,1.3,1,N,107,79,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35
4180476,2,2017-01-20 14:50:47,2017-01-20 15:01:05,1,1.49,1,N,163,164,1,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2014528,2,2017-01-06 18:38:21,2017-01-06 18:44:57,3,1.29,1,N,186,163,1,7.0,1.0,0.5,2.2,0.0,0.3,11.0
5494634,2,2017-01-11 18:37:25,2017-01-11 18:43:35,2,0.72,1,N,164,137,1,5.5,1.0,0.5,1.46,0.0,0.3,8.76
7202884,2,2017-01-24 21:16:38,2017-01-24 21:35:07,1,4.24,1,N,161,112,1,16.5,0.5,0.5,2.0,0.0,0.3,19.8
2160592,1,2017-01-06 21:49:07,2017-01-06 22:10:10,1,2.8,1,N,158,230,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
5920120,1,2017-01-13 01:29:56,2017-01-13 01:33:04,1,1.1,1,N,237,162,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55
5386402,1,2017-01-11 11:56:42,2017-01-11 11:59:54,1,0.4,1,N,142,163,1,4.0,0.0,0.5,0.95,0.0,0.3,5.75
6245346,1,2017-01-13 23:44:23,2017-01-13 23:51:13,1,0.6,1,N,113,79,1,6.0,0.5,0.5,2.15,0.0,0.3,9.45
2906987,2,2017-01-09 10:29:54,2017-01-09 10:37:47,6,1.04,1,N,246,246,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75
6214774,2,2017-01-13 22:13:43,2017-01-13 22:24:23,1,1.35,1,N,230,186,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
1237237,1,2017-01-18 07:48:18,2017-01-18 08:07:20,1,2.4,1,N,90,4,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3
1576271,1,2017-01-05 23:20:08,2017-01-05 23:29:06,1,2.8,1,N,107,232,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2494189,1,2017-01-19 18:42:49,2017-01-19 18:47:15,1,0.2,1,N,161,161,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3
1899355,1,2017-01-06 12:57:58,2017-01-06 13:30:27,1,12.2,1,N,87,138,1,36.5,0.0,0.5,7.0,0.0,0.3,44.3
6674263,1,2017-01-23 11:12:26,2017-01-23 11:22:59,1,1.5,1,N,236,162,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75
8700957,2,2017-01-28 20:58:49,2017-01-28 21:02:09,1,0.97,1,N,237,239,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
3469847,2,2017-01-04 08:16:57,2017-01-04 08:35:06,2,2.31,1,N,239,162,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
9514036,1,2017-01-31 12:31:05,2017-01-31 12:53:37,1,3.4,1,N,163,74,1,16.5,0.0,0.5,3.45,0.0,0.3,20.75
7966735,2,2017-01-27 02:06:12,2017-01-27 02:25:39,1,5.5,1,N,164,7,1,19.0,0.5,0.5,5.08,0.0,0.3,25.38
6340490,1,2017-01-14 16:02:46,2017-01-14 16:15:19,1,2.1,1,N,142,263,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
7435023,1,2017-01-25 16:17:07,2017-01-25 17:04:01,1,25.6,2,N,132,230,1,52.0,4.5,0.5,12.55,5.54,0.3,75.39
2485855,1,2017-01-07 17:56:01,2017-01-07 18:03:38,1,1.5,1,N,237,236,1,7.0,0.0,0.5,4.0,0.0,0.3,11.8
8343060,2,2017-01-28 00:41:25,2017-01-28 00:53:41,1,2.5,2,N,75,239,1,52.0,0.0,0.5,17.5,5.54,0.3,75.84
9603019,2,2017-01-31 18:05:39,2017-01-31 18:14:01,1,0.92,1,N,24,41,1,7.0,1.0,0.5,0.0,0.0,0.3,8.8
6748866,2,2017-01-23 16:02:42,2017-01-23 16:50:57,2,9.33,1,N,233,49,1,36.0,1.0,0.5,7.56,0.0,0.3,45.36
5763893,2,2017-01-12 17:06:05,2017-01-12 17:06:09,1,0.0,5,N,142,142,1,10.0,0.0,0.0,0.0,0.0,0.3,10.3
5502130,1,2017-01-11 18:59:00,2017-01-11 19:08:42,1,1.8,1,N,48,239,1,9.0,1.0,0.5,2.15,0.0,0.3,12.95
8231301,1,2017-01-27 19:22:38,2017-01-27 19:53:07,1,5.1,1,N,90,49,1,22.0,1.0,0.5,4.75,0.0,0.3,28.55
8145410,1,2017-01-27 15:30:48,2017-01-27 15:39:08,6,1.0,1,N,186,234,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
6813127,2,2017-01-23 19:28:47,2017-01-23 19:39:23,5,1.57,1,N,43,140,1,8.5,1.0,0.5,1.03,0.0,0.3,11.33
4352781,2,2017-01-20 23:50:54,2017-01-20 23:58:17,3,1.82,1,N,43,236,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
8654446,1,2017-01-29 14:02:19,2017-01-29 14:10:02,2,1.2,1,N,48,48,1,7.0,0.0,0.5,1.2,0.0,0.3,9.0
9520133,2,2017-01-31 12:54:42,2017-01-31 13:15:39,5,2.11,1,N,90,233,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3
4389099,2,2017-01-21 02:14:45,2017-01-21 02:25:41,1,1.95,1,N,113,231,1,10.0,0.5,0.5,2.82,0.0,0.3,14.12
8148491,1,2017-01-27 15:41:22,2017-01-27 15:54:39,1,1.3,1,N,107,170,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
6058265,1,2017-01-13 14:22:48,2017-01-13 14:55:58,2,13.3,1,N,50,208,1,39.5,0.0,0.5,2.0,0.0,0.3,42.3
1847490,1,2017-01-06 10:08:10,2017-01-06 10:20:07,1,1.8,1,N,263,238,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
4574665,1,2017-01-21 16:25:09,2017-01-21 16:28:13,1,0.4,1,N,239,143,1,4.0,1.0,0.5,1.45,0.0,0.3,7.25
2717778,1,2017-01-08 12:21:18,2017-01-08 12:24:21,1,0.8,1,N,233,141,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
9072334,1,2017-01-29 20:28:52,2017-01-29 20:32:00,1,0.8,1,N,48,68,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95
22010,2,2017-01-01 10:54:15,2017-01-01 11:05:22,1,3.68,1,N,230,231,1,12.5,0.0,0.5,3.99,0.0,0.3,17.29
2835465,1,2017-01-08 18:56:21,2017-01-08 19:42:25,1,9.5,1,N,141,138,1,38.0,0.0,0.5,5.0,5.54,0.3,49.34
7506120,1,2017-01-25 19:33:27,2017-01-25 19:52:20,1,2.2,1,N,162,79,1,13.0,1.0,0.5,2.95,0.0,0.3,17.75
6387087,1,2017-01-14 12:16:41,2017-01-14 12:41:06,1,4.8,1,N,90,256,1,19.5,0.0,0.5,4.05,0.0,0.3,24.35
8443311,2,2017-01-28 10:59:18,2017-01-28 11:19:30,2,6.21,1,N,43,148,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76
9362799,1,2017-01-30 21:18:55,2017-01-30 21:27:46,1,1.5,1,N,249,144,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15
5207683,2,2017-01-10 20:56:53,2017-01-10 21:04:22,1,1.17,1,N,144,113,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
9342117,2,2017-01-30 20:07:42,2017-01-30 20:12:54,1,1.21,1,N,230,43,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
8281346,1,2017-01-27 21:42:21,2017-01-27 21:53:05,2,2.7,1,N,148,80,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75
5298512,1,2017-01-11 08:10:04,2017-01-11 08:21:36,1,1.3,1,N,140,162,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75
2703032,1,2017-01-08 11:30:30,2017-01-08 11:34:41,1,0.5,1,N,239,238,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
491313,2,2017-01-15 14:38:27,2017-01-15 14:51:08,1,1.69,1,N,163,43,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
7055388,2,2017-01-24 13:20:07,2017-01-24 13:26:00,1,0.6,1,N,161,100,1,5.5,0.0,0.5,1.89,0.0,0.3,8.19
5817170,1,2017-01-12 19:18:35,2017-01-12 19:28:09,1,1.7,1,N,229,107,1,8.0,1.0,0.5,1.95,0.0,0.3,11.75
8622913,2,2017-01-29 12:38:39,2017-01-29 12:44:59,5,1.87,1,N,236,74,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
4514101,2,2017-01-21 12:34:50,2017-01-21 12:47:21,1,1.8,1,N,236,237,1,10.5,0.0,0.5,2.0,0.0,0.3,13.3
1726701,1,2017-01-19 06:54:12,2017-01-19 06:58:59,1,0.6,1,N,141,237,1,5.0,0.0,0.5,0.0,0.0,0.3,5.8
6112477,1,2017-01-13 17:29:10,2017-01-13 17:49:28,1,3.1,1,N,161,238,1,15.0,1.0,0.5,2.52,0.0,0.3,19.32
3637720,2,2017-01-04 19:05:52,2017-01-04 19:29:50,5,9.13,1,N,138,141,1,27.5,1.0,0.5,6.97,5.54,0.3,41.81
4019852,1,2017-01-20 03:27:36,2017-01-20 03:47:15,1,6.7,1,N,144,41,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3
4294844,1,2017-01-20 20:41:33,2017-01-20 20:52:55,2,1.8,1,N,88,144,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95
1195465,2,2017-01-18 01:18:18,2017-01-18 01:27:14,2,2.97,1,N,229,226,1,10.5,0.5,0.5,3.54,0.0,0.3,15.34
6583676,2,2017-01-16 00:52:24,2017-01-16 01:19:49,1,8.63,1,N,114,198,1,27.5,0.5,0.5,7.2,0.0,0.3,36.0
6237406,1,2017-01-13 23:19:35,2017-01-13 23:22:57,1,0.7,1,N,48,186,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95
2154952,2,2017-01-06 21:33:59,2017-01-06 21:46:57,1,0.85,1,N,79,113,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3
7363688,1,2017-01-25 12:02:28,2017-01-25 12:20:20,1,6.2,1,N,164,13,1,21.0,0.0,0.5,4.36,0.0,0.3,26.16
3852009,2,2017-01-05 11:52:32,2017-01-05 12:13:14,1,1.45,1,N,142,162,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3
997079,1,2017-01-17 14:49:03,2017-01-17 15:03:09,2,1.5,1,N,230,164,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55
7683053,1,2017-01-26 09:26:02,2017-01-26 09:37:22,1,1.7,1,N,164,114,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
6282424,1,2017-01-14 02:00:01,2017-01-14 02:09:36,2,2.2,1,N,148,13,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95
3215074,1,2017-01-03 09:38:56,2017-01-03 09:44:43,1,1.0,1,N,211,231,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
5725656,1,2017-01-12 14:45:20,2017-01-12 15:12:20,2,3.5,1,N,237,211,1,18.5,0.0,0.5,3.85,0.0,0.3,23.15
1052992,2,2017-01-17 18:05:23,2017-01-17 18:15:14,1,0.87,1,N,230,142,1,7.5,1.0,0.5,2.32,0.0,0.3,11.62
7680328,1,2017-01-26 09:17:26,2017-01-26 09:45:27,1,2.6,1,N,107,45,1,18.0,0.0,0.5,3.76,0.0,0.3,22.56
1820581,1,2017-01-06 08:32:32,2017-01-06 08:37:58,1,1.4,1,N,249,68,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
3974279,1,2017-01-19 22:44:35,2017-01-19 23:00:55,4,2.8,1,N,264,264,1,13.0,0.5,0.5,2.85,0.0,0.3,17.15
6497069,1,2017-01-16 08:43:35,2017-01-16 08:56:02,1,1.4,1,N,170,246,1,9.5,0.0,0.5,2.55,0.0,0.3,12.85
5809871,1,2017-01-12 18:57:56,2017-01-12 19:28:31,1,6.0,1,N,137,97,1,23.5,1.0,0.5,6.3,0.0,0.3,31.6
778102,2,2017-01-16 19:12:08,2017-01-16 19:15:10,1,0.8,1,N,234,186,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89
3892774,1,2017-01-05 13:52:56,2017-01-05 14:14:40,2,4.4,1,N,263,42,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
5118170,2,2017-01-10 16:48:38,2017-01-10 16:54:18,1,1.1,1,N,237,236,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36
6941436,1,2017-01-24 07:12:34,2017-01-24 07:24:09,1,2.1,1,N,233,163,1,10.0,0.0,0.5,1.5,0.0,0.3,12.3
7301647,2,2017-01-25 08:44:17,2017-01-25 08:56:28,2,3.11,1,N,142,166,1,11.5,0.0,0.5,2.0,0.0,0.3,14.3
5303574,1,2017-01-11 08:26:19,2017-01-11 08:32:05,1,0.9,1,N,142,239,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
4112578,2,2017-01-20 10:31:24,2017-01-20 10:39:12,2,0.75,1,N,107,90,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
5226790,2,2017-01-10 22:03:43,2017-01-10 22:15:26,1,2.4,1,N,162,90,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
8379194,2,2017-01-28 03:05:05,2017-01-28 03:06:52,3,0.31,1,N,258,63,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
6820473,1,2017-01-23 19:52:03,2017-01-23 19:57:42,1,0.9,1,N,113,211,1,5.5,1.0,0.5,1.45,0.0,0.3,8.75
8915377,2,2017-01-22 16:31:37,2017-01-22 16:37:22,1,0.69,1,N,48,100,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2416034,2,2017-01-07 13:52:48,2017-01-07 14:01:22,1,0.98,1,N,234,137,1,6.5,0.0,0.5,2.19,0.0,0.3,9.49
4184016,1,2017-01-20 15:02:58,2017-01-20 15:22:42,1,3.3,1,N,186,238,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95
6247351,2,2017-01-13 23:50:56,2017-01-13 23:57:34,1,0.91,1,N,88,261,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
7764453,2,2017-01-26 14:38:09,2017-01-26 14:45:41,1,0.86,1,N,161,164,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3
1157818,1,2017-01-17 22:15:00,2017-01-17 22:16:16,1,0.0,1,N,100,186,3,3.0,0.5,0.5,0.0,0.0,0.3,4.3
5992994,2,2017-01-13 09:49:09,2017-01-13 09:56:02,1,0.95,1,N,113,114,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
5524725,2,2017-01-11 20:07:09,2017-01-11 20:24:23,2,2.3,1,N,144,170,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56
2361132,1,2017-01-07 11:14:10,2017-01-07 11:42:56,1,7.5,1,N,145,45,1,25.0,0.0,0.5,5.15,0.0,0.3,30.95
809599,2,2017-01-16 21:26:27,2017-01-16 21:34:19,1,1.85,1,N,90,231,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
9014531,1,2017-01-29 16:48:22,2017-01-29 16:55:18,2,0.7,1,N,246,186,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2775853,2,2017-01-08 15:35:32,2017-01-08 15:44:53,6,1.13,1,N,113,186,1,7.5,0.0,0.5,0.0,0.0,0.3,8.3
6711955,2,2017-01-23 13:48:41,2017-01-23 13:58:53,5,1.82,1,N,68,113,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
8164715,2,2017-01-27 16:39:42,2017-01-27 16:46:52,1,0.61,1,N,142,143,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3
3610631,1,2017-01-04 17:42:58,2017-01-04 17:52:03,4,1.2,1,N,144,113,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3
5587362,2,2017-01-12 04:28:37,2017-01-12 04:32:56,6,1.01,1,N,90,164,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
6246646,1,2017-01-13 23:48:39,2017-01-14 00:03:29,1,2.1,1,N,158,170,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35
5519865,2,2017-01-11 19:51:47,2017-01-11 20:09:11,1,2.58,1,N,231,186,2,13.0,1.0,0.5,0.0,0.0,0.3,14.8
9363923,2,2017-01-30 21:23:14,2017-01-30 21:27:58,1,0.59,1,N,238,239,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
3375382,1,2017-01-03 19:40:50,2017-01-03 19:59:41,1,5.7,1,N,263,249,1,19.0,1.0,0.5,6.2,0.0,0.3,27.0
83681,2,2017-01-01 15:57:40,2017-01-01 16:00:39,1,0.64,1,N,162,162,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3
2917641,1,2017-01-09 02:46:29,2017-01-09 02:52:49,1,1.3,1,N,68,170,1,6.0,0.5,0.5,2.15,0.0,0.3,9.45
1041444,1,2017-01-17 17:32:39,2017-01-17 17:54:19,1,2.8,1,N,237,113,1,14.5,1.0,0.5,3.5,0.0,0.3,19.8
417105,1,2017-01-15 09:46:52,2017-01-15 09:49:56,1,0.6,1,N,236,237,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
4067174,2,2017-01-20 08:50:06,2017-01-20 08:52:13,1,0.42,1,N,224,107,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
7924200,1,2017-01-26 22:38:23,2017-01-26 22:49:57,1,2.6,1,N,161,263,1,10.5,0.5,0.5,1.0,0.0,0.3,12.8
385545,1,2017-01-15 03:57:14,2017-01-15 04:31:58,3,8.0,1,N,264,264,1,29.5,0.5,0.5,3.0,0.0,0.3,33.8
5061979,1,2017-01-10 11:53:43,2017-01-10 11:58:01,1,0.4,1,N,170,186,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1451324,2,2017-01-05 17:59:08,2017-01-05 18:13:54,1,2.03,1,N,236,229,2,11.0,1.0,0.5,0.0,0.0,0.3,12.8
1514590,1,2017-01-05 20:33:36,2017-01-05 20:40:24,1,1.4,1,N,186,158,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
6264643,1,2017-01-14 00:49:03,2017-01-14 00:59:20,1,1.9,1,N,137,249,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35
7532637,1,2017-01-25 20:52:46,2017-01-25 21:15:55,1,3.0,1,N,162,79,1,15.5,0.5,0.5,1.0,0.0,0.3,17.8
4578975,1,2017-01-21 16:42:33,2017-01-21 16:49:02,1,0.9,1,N,148,107,1,6.0,0.0,0.5,1.35,0.0,0.3,8.15
1115331,2,2017-01-05 15:35:51,2017-01-05 15:39:22,1,0.76,1,N,79,79,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
4770001,2,2017-01-09 13:10:57,2017-01-09 13:26:23,1,2.47,1,N,238,140,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
8323311,1,2017-01-27 23:41:06,2017-01-28 00:15:13,2,9.3,1,N,141,63,2,30.5,0.5,0.5,0.0,0.0,0.3,31.8
729898,2,2017-01-16 16:21:41,2017-01-16 16:25:21,1,0.58,1,N,263,262,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
71661,2,2017-01-01 15:03:02,2017-01-01 15:11:20,6,1.86,1,N,237,137,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2469245,2,2017-01-07 16:50:05,2017-01-07 17:24:40,1,5.06,1,N,264,264,2,21.0,0.0,0.5,0.0,0.0,0.3,21.8
3112876,1,2017-01-02 20:22:26,2017-01-02 20:34:34,1,7.3,1,N,239,127,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3
6901941,2,2017-01-24 01:32:56,2017-01-24 01:52:45,1,4.21,1,N,13,148,1,17.5,0.5,0.5,2.0,0.0,0.3,20.8
7805134,1,2017-01-26 17:04:33,2017-01-26 17:32:34,1,6.0,1,N,140,231,1,24.5,1.0,0.5,2.7,0.0,0.3,29.0
6513195,2,2017-01-16 10:06:38,2017-01-16 10:18:26,2,1.86,1,N,246,161,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
5891113,2,2017-01-12 23:02:52,2017-01-12 23:10:57,4,1.85,1,N,161,142,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
6025681,1,2017-01-13 12:13:27,2017-01-13 12:22:01,1,1.0,1,N,87,148,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
4924982,1,2017-01-09 22:09:07,2017-01-09 22:26:31,1,3.1,1,N,161,144,1,14.0,0.5,0.5,3.05,0.0,0.3,18.35
7929852,1,2017-01-26 22:55:10,2017-01-26 23:02:17,2,3.8,1,N,74,223,1,12.0,0.5,0.5,0.0,5.54,0.3,18.84
5264238,1,2017-01-11 03:08:08,2017-01-11 03:10:09,1,0.3,1,N,229,162,1,3.5,0.5,0.5,3.0,0.0,0.3,7.8
1525150,1,2017-01-05 21:05:51,2017-01-05 21:19:18,1,1.9,1,N,237,164,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55
5509963,2,2017-01-11 19:21:51,2017-01-11 19:35:21,1,2.6,1,N,170,263,1,11.0,1.0,0.5,2.56,0.0,0.3,15.36
4139011,1,2017-01-20 12:18:11,2017-01-20 12:35:22,1,3.5,1,N,13,100,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
555776,1,2017-01-15 18:19:33,2017-01-15 19:05:43,1,17.7,1,N,132,225,1,51.5,0.0,0.5,10.45,0.0,0.3,62.75
145578,1,2017-01-01 03:05:49,2017-01-01 03:15:28,2,1.1,1,N,164,68,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15
5017829,2,2017-01-10 09:35:38,2017-01-10 09:39:59,2,0.73,1,N,66,66,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
5282848,2,2017-01-11 07:17:27,2017-01-11 07:41:22,3,2.53,1,N,170,107,2,15.5,0.0,0.5,0.0,0.0,0.3,16.3
2059344,1,2017-01-19 13:00:51,2017-01-19 13:17:29,1,1.9,1,N,162,43,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35
195433,1,2017-01-01 00:34:50,2017-01-01 00:49:09,1,2.1,1,N,142,162,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
1251795,2,2017-01-18 08:32:45,2017-01-18 08:36:06,6,0.63,1,N,161,163,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
2274152,2,2017-01-19 16:55:01,2017-01-19 17:23:40,5,2.88,1,N,236,164,1,18.5,1.0,0.5,4.06,0.0,0.3,24.36
499039,2,2017-01-15 15:05:22,2017-01-15 15:08:34,1,0.74,1,N,263,237,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
6625841,1,2017-01-23 08:39:21,2017-01-23 08:57:22,1,1.8,1,N,107,230,1,12.5,0.0,0.5,1.2,0.0,0.3,14.5
8890120,1,2017-01-22 15:11:05,2017-01-22 15:17:16,1,0.8,1,N,234,107,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
1563005,2,2017-01-05 22:28:08,2017-01-05 22:51:27,5,10.9,1,N,138,163,1,32.0,0.5,0.5,7.77,5.54,0.3,46.61
3075977,2,2017-01-02 17:47:01,2017-01-02 17:48:50,1,1.59,2,N,132,132,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
1454248,1,2017-01-05 18:07:57,2017-01-05 18:18:34,1,1.1,1,N,264,170,1,8.5,1.0,0.5,2.05,0.0,0.3,12.35
7142740,2,2017-01-24 18:24:15,2017-01-24 18:47:04,1,3.91,1,N,164,146,1,17.5,1.0,0.5,3.86,0.0,0.3,23.16
5261681,1,2017-01-11 02:07:18,2017-01-11 02:14:57,1,2.1,1,N,264,229,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25
1337040,2,2017-01-18 13:39:13,2017-01-18 13:49:58,1,1.01,1,N,161,162,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
6734019,2,2017-01-23 15:12:53,2017-01-23 15:19:28,2,1.48,1,N,233,140,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1595742,2,2017-01-06 01:15:26,2017-01-06 01:44:54,1,17.92,2,N,132,41,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
8733803,1,2017-01-28 22:41:53,2017-01-28 23:13:06,1,4.5,1,N,237,231,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95
4321189,2,2017-01-20 22:09:29,2017-01-20 22:18:55,1,1.27,1,N,100,137,1,7.5,0.5,0.5,1.0,0.0,0.3,9.8
6893371,2,2017-01-23 23:49:09,2017-01-24 00:10:42,2,10.3,1,N,138,161,1,29.5,0.5,0.5,10.9,5.54,0.3,47.24
8295773,1,2017-01-27 22:22:59,2017-01-27 22:35:00,1,0.7,1,N,107,186,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
8614070,2,2017-01-28 18:32:40,2017-01-28 18:33:40,4,0.25,1,N,48,163,1,3.0,0.0,0.5,0.76,0.0,0.3,4.56
4733711,2,2017-01-22 00:09:38,2017-01-22 00:20:31,3,1.3,1,N,148,114,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
6213608,1,2017-01-13 22:10:22,2017-01-13 22:30:19,1,3.0,1,N,141,224,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95
